,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
103,PINDWARA                                          ,Fruits,2017-01-20 12:30:16.027,Banana,SIROHI,MICRONUTRIENT 100 GRAM / PLANT IN ROOT  ZONE,TELL ME NUTRIENT MANAGEMENT IN BANANA ?,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
104,REODAR                                            ,Others,2017-01-20 12:46:18.927,Others,SIROHI,NO RAIN RAINFALL POSSIBILITE IN 5 DAYS IN YOUR DISTIC,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
105,PINDWARA                                          ,Cereals,2017-01-20 15:04:06.090,Wheat,SIROHI,SPRAY OF TRIZOPHOS 40% EC 2 ML PER LITER WATER,TELL ME SHOOT FLY IN WHEAT,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
106,REODAR                                            ,Others,2017-01-20 16:00:27.313,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
107,REODAR                                            ,Others,2017-01-20 16:33:22.293,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
108,SHEOGANJ                                          ,Condiments and Spices,2017-01-20 16:58:53.663,Cumin,SIROHI,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,TELL ME BLACK ROOT CONTROL IN CUMIN,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
109,SHEOGANJ                                          ,Condiments and Spices,2017-01-20 17:15:17.240,Cumin,SIROHI,SPRAY OF DIFENACONAZOLE 0.5 ML PER LITER WATER,TELL ME JHULSA IN CUMIN,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
110,SIROHI                                            ,Others,2017-01-20 18:55:54.527,Others,SIROHI,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
111,REODAR                                            ,Others,2017-01-20 20:00:34.367,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
112,PINDWARA                                          ,Vegetables,2017-01-20 20:46:42.627,Capsicum,SIROHI,"VARIETY OF CHILLI = RCH 1, NP-46, PUSA JWALA, MATHANIA LONG, PANT C 2",VARIETY OF CHILLI,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
113,SHEOGANJ                                          ,Cereals,2017-01-20 20:53:55.443,Barley (Jau),SIROHI,NO RAINFALL NEXT FIVE DAYS,TELL ME WEATHER INFORMATION,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
114,SHEOGANJ                                          ,Cereals,2017-01-20 21:00:23.200,Triticale,SIROHI,SPRAY MICRO NUTRIENT 4 G/LIT WATER,TELL ME NO GROTH IN MULSI,	Plant Protection	,JAYAD,AGRICULTURE,RAJASTHAN
115,SIROHI                                            ,Condiments and Spices,2017-01-21 10:57:02.310,Cumin,SIROHI,DUSTING OF METHYL PARATHIAN 2% 25 KG PER HA,TELL ME INSECT CONTROL IN CUMIN ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
116,ABU ROAD                                          ,Fruits,2017-01-21 11:15:22.410,Citrus,SIROHI,SPRAY OF PLANOFIX 4 ML PER 16 LITER WATER,TELL ME NUTRIENT MANAGEMENT  ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
117,SIROHI                                            ,Fruits,2017-01-21 11:23:24.683,Papaya,SIROHI,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,TELL ME MICRO NUTRIENT MANAGEMENT IN PAPAYA,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
118,SIROHI                                            ,Others,2017-01-21 15:37:06.810,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
119,SHEOGANJ                                          ,Others,2017-01-22 09:08:02.750,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
120,SHEOGANJ                                          ,Others,2017-01-22 15:02:00.103,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
121,SHEOGANJ                                          ,Vegetables,2017-01-22 19:09:09.243,Capsicum,SIROHI,"VARIETY OF CHILLI = RCH 1, NP-46, PUSA JWALA, MATHANIA LONG, PANT C 2",TELL ME VARIETY OF CHILLI,Vegetative Propagation and Tissue Culture,RABI,HORTICULTURE,RAJASTHAN
122,REODAR                                            ,Animal,2017-01-22 19:47:58.013,"Bovine(Cow,Buffalo)",SIROHI,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,Animal Breeding,RABI,ANIMAL HUSBANDRY,RAJASTHAN
123,SHEOGANJ                                          ,Others,2017-01-22 21:50:13.893,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
124,PINDWARA                                          ,Condiments and Spices,2017-01-23 08:14:07.087,Fennel,SIROHI,SPRAY OF MONOCROTOPHOS 36% SL 2 ML PER LITER WATER,tell me insect control in fennal,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
125,SHEOGANJ                                          ,Others,2017-01-23 13:26:19.290,Others,SIROHI,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,TELL ME CONTROL OF ROOT ROT,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
126,SHEOGANJ                                          ,Condiments and Spices,2017-01-23 13:36:39.857,Cumin,SIROHI,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,TELL ME CONTROL OF ROOT ROT IN CUMIN ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
127,SHEOGANJ                                          ,Others,2017-01-23 15:06:42.360,Others,SIROHI,RAIN POSSIBILITY UPTO NEXT 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
128,REODAR                                            ,Fruits,2017-01-23 15:13:20.617,Lemon,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Seeds and Planting Material,RABI,HORTICULTURE,RAJASTHAN
129,REODAR                                            ,Animal,2017-01-23 16:40:15.940,"Bovine(Cow,Buffalo)",SIROHI,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,Animal Breeding,RABI,ANIMAL HUSBANDRY,RAJASTHAN
130,PINDWARA                                          ,Cereals,2017-01-23 19:02:34.727,Wheat,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
131,SIROHI                                            ,Cereals,2017-01-23 20:06:29.420,Wheat,SIROHI,SPRAY OF FIPRONIL 5 % SC 2 LITER PER HA,tell me about termed control in wheat,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
132,SHEOGANJ                                          ,Fruits,2017-01-24 14:09:40.950,Mango,SIROHI,SPRAY OF CARBENDAZIM 12% + MANCOZEB 63% WP 2 GM PER LITER WATER,tell me blist control in,Cultural Practices,RABI,HORTICULTURE,RAJASTHAN
133,SIROHI                                            ,Condiments and Spices,2017-01-24 16:02:59.893,Cumin,SIROHI,SPRAY OF DIFENACONAZOLE 0.5 ML PER LITER WATER,TELL ME WILT IN CUMIN,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
134,SIROHI                                            ,Others,2017-01-24 17:54:30.310,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
135,SIROHI                                            ,Animal,2017-01-24 19:43:18.930,"Bovine(Cow,Buffalo)",SIROHI,PLEASE CONTACT 1800-180-6224,TELL ME ABOUT ASK FOR CONTACT NUMBER OF ANIMAL HUSBANDREY ?,Animal Nutrition,RABI,ANIMAL HUSBANDRY,RAJASTHAN
136,SIROHI                                            ,Vegetables,2017-01-24 20:40:54.833,Brinjal,SIROHI,SUBSIDY ON SOLAR PLANT=70% OF TOTAL COST,TELL ME SUBSIDY ON SOLAR PLANT,Government Schemes,RABI,HORTICULTURE,RAJASTHAN
137,SHEOGANJ                                          ,Condiments and Spices,2017-01-25 11:32:53.033,Cumin,SIROHI,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,TELL ME CONTROL OF ROOT ROT IN CUMIN ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
138,SIROHI                                            ,Cereals,2017-01-25 12:55:42.740,Wheat,SIROHI,"PUSA BEDANA VARIETY OF WATERMELON = SUGAR BEBI, ARKA MANIK",TELL ME VARITY OF TARBOOJ,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
139,SHEOGANJ                                          ,Others,2017-01-25 16:57:42.453,Others,SIROHI,RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
140,PINDWARA                                          ,Pulses,2017-01-25 20:32:46.550,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),SIROHI,LIGHT RAIN MAY BE AFTER 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
141,SIROHI                                            ,Others,2017-01-26 08:55:08.087,Others,SIROHI,RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
142,REODAR                                            ,Others,2017-01-26 11:25:35.387,Others,SIROHI,LIHGT RAIN POSSIBILITY 26-27 JAN WEATHER ?,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
143,SHEOGANJ                                          ,Others,2017-01-26 11:44:30.960,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
144,SHEOGANJ                                          ,Others,2017-01-26 14:07:01.670,Others,SIROHI,RAIN POSSIBILITY UPTO NEXT 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
145,REODAR                                            ,Cereals,2017-01-26 14:09:27.800,Wheat,SIROHI,RAIN POSSIBILITY UPTO NEXT 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
146,SIROHI                                            ,Others,2017-01-26 15:53:05.360,Others,SIROHI,"RAIN POSSIBILITY IN ,26,27 JANWRI",TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
147,SIROHI                                            ,Others,2017-01-26 16:21:34.517,Others,SIROHI,RAIN POSSIBILITY UPTO NEXT 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
148,PINDWARA                                          ,Cereals,2017-01-26 19:05:58.193,Wheat,SIROHI,LIGHT RAIN POSSIBILITY UPTO 1-2 DAYS,TELL ME WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
149,PINDWARA                                          ,Others,2017-01-26 19:34:55.423,Others,SIROHI,RAIN POSSIBILITY IN NEXT 1-2 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
150,SIROHI                                            ,Fiber Crops,2017-01-27 11:20:38.617,Cotton (Kapas),SIROHI,"VARIETY OF BT COTTON = MRCH -7017(BG 2),BIO SEED 6588,MRCH 6304,ANKUR 3028",TELL ME VARIETY OF BT COTTON,Seeds,RABI,AGRICULTURE,RAJASTHAN
151,REODAR                                            ,Others,2017-01-27 11:27:34.893,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
152,SHEOGANJ                                          ,Cereals,2017-01-27 13:12:11.930,Barley (Jau),SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
153,SHEOGANJ                                          ,Others,2017-01-27 13:22:20.383,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
154,REODAR                                            ,Others,2017-01-27 19:59:30.743,Others,SIROHI,"NO RAIN POSSIBILITY IN NEXT 5 DAYS,CLOUDLY SKY",TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
155,REODAR                                            ,Others,2017-01-27 20:42:24.140,Others,SIROHI,NO RAIN RAINFALL POSSIBILITE IN 5 DAYS IN YOUR DISTIC,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
156,SIROHI                                            ,Cereals,2017-01-28 09:08:54.287,Wheat,SIROHI,ALL WEED CONTROL IN WHEAT CROPS SPRAY VISTA ( CLODINAPHOP PROPARGYL 15 % + METASULFURANMETHYL 1%) 64 GM PAR HEC AFTER 30-35 DAYS,TELL ME WEED CONTROL IN WHEAT,Weed Management,RABI,AGRICULTURE,RAJASTHAN
157,SHEOGANJ                                          ,Others,2017-01-28 11:56:25.047,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
158,SIROHI                                            ,Others,2017-01-28 11:57:19.817,Others,SIROHI,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
159,SIROHI                                            ,Others,2017-01-29 13:25:30.247,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
160,SIROHI                                            ,Cereals,2017-01-29 18:14:04.390,Wheat,SIROHI,SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER,TELL ME NUTRIENT MANAGEMENT  IN WHEAT,Nutrient Management,RABI,AGRICULTURE,RAJASTHAN
161,SHEOGANJ                                          ,Others,2017-01-30 09:34:42.530,Others,SIROHI,SMS activation Process Is Successfully Completed on your number,Asked for SMS activation ?,Cultural Practices	,RABI,AGRICULTURE,RAJASTHAN
162,SHEOGANJ                                          ,Others,2017-01-30 09:41:48.120,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
163,PINDWARA                                          ,Vegetables,2017-01-30 10:08:40.760,Potato,SIROHI,SPRAY OF CARBENDAZIM 12% + MANCOZEB 63% WP 2 GM PER LITER WATER,TELL ME CONTROL BLIGHT IN POTATO.,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
164,SIROHI                                            ,Others,2017-01-30 10:56:18.520,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
165,SIROHI                                            ,Others,2017-01-30 12:10:13.460,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
166,PINDWARA                                          ,Condiments and Spices,2017-01-30 13:47:21.860,Fennel,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME INSECT CONTROL IN FENNEL,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
167,PINDWARA                                          ,Condiments and Spices,2017-01-30 15:52:28.733,Fennel,SIROHI,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER,TELL ME ABOUT FLOWER DROPPING CONTROL IN FENNEL  ?,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
168,SHEOGANJ                                          ,Oilseeds,2017-01-30 16:12:36.483,Mustard,SIROHI,SPRAY OF MALATHIAN 50% EC 2 ML PER LITER WATER,TELL ME ABOUT INSECT CONTROL IN MUSTARD  ?,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
169,ABU ROAD                                          ,Others,2017-01-31 14:10:24.790,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
170,SHEOGANJ                                          ,Others,2017-01-31 15:18:05.097,Others,SIROHI,CONTACT NUMABER OF ANIMAL DEPARTMENT 18001806224,TELL ME CONTACT NUMABER OF ANIMAL DEPARTMENT ?,Weather,RABI,AGRICULTURE,RAJASTHAN
171,SHEOGANJ                                          ,Others,2017-01-31 15:44:24.863,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
172,PINDWARA                                          ,Others,2017-01-31 16:43:44.000,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
173,SIROHI                                            ,Condiments and Spices,2017-01-31 20:20:13.440,Cumin,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME CONTROL SUKING PEST IN CUMIN CROP.,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
174,SHEOGANJ                                          ,Others,2017-02-01 10:28:40.400,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
175,SHEOGANJ                                          ,Others,2017-02-01 10:43:48.480,Others,SIROHI,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
176,REODAR                                            ,Others,2017-02-01 11:41:50.390,Others,SIROHI,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
177,PINDWARA                                          ,Others,2017-02-01 17:33:41.027,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
178,REODAR                                            ,Others,2017-02-02 10:03:54.910,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
179,REODAR                                            ,Others,2017-02-02 10:15:49.647,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
180,REODAR                                            ,Cereals,2017-02-02 11:49:07.420,Wheat,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS OR CLOUDY SKY,TELL ME WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
181,REODAR                                            ,Fruits,2017-02-02 13:45:21.403,Musk Melon,SIROHI,"VARIETY OF MUSKMELON = DURGAPURA MADHU, HARA MADHU, PUSA MADHURAS, ARKA JYOTI, R M- 43",TELL ME VARIETY OF MUSK MELON ?,Seeds and Planting Material,RABI,HORTICULTURE,RAJASTHAN
182,REODAR                                            ,Others,2017-02-02 21:07:40.277,Others,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME PEST CONTROLE IN FENNEL,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
183,SHEOGANJ                                          ,Others,2017-02-03 09:35:52.183,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
184,SHEOGANJ                                          ,Cereals,2017-02-03 09:47:19.293,Barley (Jau),SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
185,SHEOGANJ                                          ,Cereals,2017-02-03 10:29:28.207,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
186,PINDWARA                                          ,Others,2017-02-03 11:33:55.350,Others,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME PEST CONTROLE IN SONF,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
187,SIROHI                                            ,Others,2017-02-03 15:57:23.173,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
188,SIROHI                                            ,Condiments and Spices,2017-02-03 15:59:45.250,Fennel,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME ABOUT INSECT CONTROL IN FENNEL  ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
189,SIROHI                                            ,Condiments and Spices,2017-02-03 16:33:17.153,Cumin,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME PEST CONTROL IN CUMIN,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
190,PINDWARA                                          ,Cereals,2017-02-04 07:19:08.367,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
191,SIROHI                                            ,Others,2017-02-04 07:39:34.567,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
192,SIROHI                                            ,Oilseeds,2017-02-04 16:39:33.677,Indian rapeseed and mustard (yellow sarson),SIROHI,SPRAI OF CAEPAHTE 2 GM/LIRE,TELLMME APHID CONTROL IN MUSTARDS,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
193,SIROHI                                            ,Oilseeds,2017-02-04 16:52:56.853,Rocket salad (taramira),SIROHI,SPRAY OF ACEPHATE 75% SP 2 GM PER LITER WATER,TELL ME ABOUT INSECT CONTROL IN TARAMIRA,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
194,SIROHI                                            ,Cereals,2017-02-04 19:14:21.353,Barley (Jau),SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
